loss,val_loss
2.9837022,2.0475535
1.6725456,1.4478029
1.3305293,1.2254258
1.1411692,1.0750241
1.020305,0.9889788
0.9363467,0.90879345
0.87731713,0.86256194
0.83402187,0.8218297
0.7986237,0.8025789
0.7701236,0.76972437
0.7468004,0.74231696
0.7264874,0.723697
0.70977443,0.7155655
0.6957777,0.7070053
0.684389,0.68933576
0.672799,0.68565613
0.66442555,0.6740649
0.6559029,0.66526186
0.6482211,0.665212
0.64115715,0.65775514
0.63560104,0.65419555
0.62983644,0.6479094
0.6245916,0.6397918
0.62195057,0.639565
0.6178586,0.63653004
0.61379,0.63132834
0.61019945,0.62759566
0.6074944,0.6240624
0.60469085,0.62603766
0.6023645,0.6251213
0.5999224,0.6177278
0.5966428,0.62124157
0.59392613,0.6157383
0.5922038,0.61333585
0.5895272,0.61651206
0.588673,0.61024755
0.586198,0.6158065
0.5833249,0.61119777
0.5844792,0.6110998
0.58129656,0.61755073
0.580519,0.6051555
0.57825446,0.60636073
0.5777244,0.60698634
0.5773833,0.6063324
0.5742277,0.6045102
0.5743771,0.6104833
0.5734643,0.60423255
0.5716446,0.60483474
0.569915,0.60510594
0.56901705,0.6051513
0.56826407,0.60530543
0.5677877,0.60508937
