loss,val_loss
6.489464,5.3866706
4.923877,4.5454063
4.2646565,4.118991
4.0308337,3.9720926
3.9136136,3.8778799
3.829531,3.8163998
3.7754958,3.766548
3.732306,3.7280164
3.701158,3.7014596
3.6756103,3.6805403
3.6529808,3.6569357
3.6352532,3.6500053
3.620912,3.6369317
3.6075983,3.6209056
3.603097,3.614823
3.5931525,3.603249
3.5846422,3.597447
3.5716045,3.5838907
3.563205,3.5872834
3.559481,3.591077
3.557308,3.578734
3.5472937,3.5686102
3.5414243,3.5651155
3.5382175,3.5564375
3.532803,3.555844
3.5241554,3.5456164
3.5208137,3.5470638
3.5199795,3.541921
3.5167933,3.5427842
3.5155513,3.556381
3.514346,3.565387
3.5127718,3.5289524
3.500807,3.5300155
3.4962714,3.52647
3.493455,3.5226462
3.4895086,3.5229225
3.4878583,3.517295
3.483852,3.5214484
3.4857788,3.5190978
3.4817064,3.5110161
3.480022,3.5122836
3.4783597,3.5157497
3.477838,3.5061893
3.5136545,3.5212598
3.4865513,3.507953
3.478285,3.5491548
3.4822757,3.5115101
3.4712157,3.5011828
3.4670389,3.5008643
3.4624665,3.499607
3.4724476,3.511676
3.4673817,3.4987488
3.4647827,3.502842
3.4588768,3.4960895
3.459278,3.496611
3.457271,3.493393
3.4535115,3.4908864
3.452277,3.4878507
3.4524047,3.4910479
3.4507213,3.4951077
3.4494069,3.4915948
3.447914,3.4890552
3.4456568,3.4890418
