loss,val_loss
8.747494,8.02298
7.614139,7.3577876
6.5341544,4.4249015
4.213781,4.094798
4.020693,3.9667213
3.9130545,3.879148
3.8400557,3.8141496
3.7841804,3.771542
3.7427313,3.7372956
3.714675,3.7094207
3.6829152,3.686283
3.66192,3.6633966
3.642228,3.6454277
3.626583,3.63962
3.6134458,3.6180594
3.6048892,3.611585
3.5955017,3.6055
3.587624,3.6025126
3.5777051,3.5920227
3.572322,3.5921216
3.5641482,3.5769486
3.5602617,3.5725145
3.5523586,3.5705745
3.5472379,3.559532
3.5433865,3.5611684
3.5402677,3.556918
3.5336907,3.553883
3.5294058,3.5478075
3.5379438,3.5502071
3.5232599,3.5482073
3.5196948,3.5399256
3.5201776,3.5639071
3.5205112,3.5328002
3.5144656,3.5365994
3.511219,3.5252206
3.500904,3.5231848
3.4976363,3.5228357
3.4956007,3.524793
3.49281,3.5206196
3.4894369,3.523978
3.4989176,3.5315278
3.4918983,3.5134368
3.483522,3.513927
3.4845042,3.5155287
3.480857,3.509441
3.4775848,3.5074348
3.4756148,3.5079105
3.4736474,3.5056806
3.4747548,3.5051684
3.4701982,3.5024188
3.4682024,3.5063887
3.4661899,3.499468
3.4683623,3.504304
3.500768,3.5248065
3.486818,3.5051336
3.487071,3.5241032
3.476605,3.5032783
