loss,val_loss
6.5933485,5.472381
4.9941554,4.6623363
4.399013,4.2325034
4.1330914,4.0778913
4.0008655,3.9811263
3.9155335,3.9051328
3.8488545,3.8340528
3.796128,3.7883098
3.7542243,3.7496705
3.7228658,3.7235115
3.6967165,3.6993978
3.6743212,3.6961877
3.6596975,3.6704292
3.638304,3.6537604
3.6308458,3.6356363
3.6117594,3.6238065
3.599129,3.617456
3.58921,3.6032412
3.5800755,3.5986407
3.5763109,3.6031134
3.5632977,3.5859184
3.5592637,3.5812185
3.5502863,3.571456
3.544843,3.5667422
3.5391684,3.5623965
3.5367682,3.5574954
3.5295203,3.5545566
3.5246203,3.5553277
3.5225358,3.5482554
3.517154,3.5505044
3.5164123,3.5412276
3.5101085,3.5399675
3.5066345,3.543959
3.5045063,3.5345216
3.5019505,3.5361743
3.499999,3.531059
3.4961352,3.5228944
3.494013,3.547751
3.4962673,3.519622
3.4891188,3.5183475
3.4855988,3.5195475
3.4840503,3.5159576
3.4802518,3.5147
3.4784458,3.519186
3.4838564,3.5151784
3.4802525,3.5164707
3.4753602,3.5112064
3.4702542,3.509988
3.4713385,3.507154
3.4679382,3.5084045
3.4675398,3.5075684
3.4650655,3.5014322
3.4627197,3.4990072
3.4608965,3.5006747
3.4585605,3.498996
3.4612577,3.498036
3.4569705,3.499453
3.4557567,3.4978325
3.4588737,3.502812
3.4797049,3.5009718
3.4747806,3.5008466
3.4566572,3.4942837
3.4519703,3.491632
3.450353,3.4934196
3.4584005,3.5076694
3.4527056,3.4956555
3.4490259,3.4921699
3.444947,3.4926982
