loss,val_loss
6.0973177,5.1189165
4.6513033,4.314111
4.170639,4.062746
3.9913554,3.9362671
3.8807957,3.8436635
3.812051,3.7935252
3.7610393,3.743674
3.7202058,3.711021
3.690689,3.689495
3.6698287,3.6704257
3.647225,3.6458404
3.6301777,3.633373
3.6150181,3.6177611
3.6049762,3.607094
3.5965662,3.6084492
3.594434,3.6119354
3.5803113,3.5873044
3.569055,3.575858
3.559928,3.5818353
3.553617,3.5623195
3.5462766,3.5578325
3.545031,3.5555534
3.5401533,3.5523973
3.536185,3.5453444
3.5298116,3.5421915
3.5278535,3.5442631
3.527511,3.536123
3.5235176,3.554208
3.5215933,3.5383914
3.5133972,3.5336423
3.5097914,3.5281107
3.506815,3.5240963
3.5048404,3.5208187
3.5022955,3.5197368
3.4991658,3.517647
3.5017884,3.530525
3.4996812,3.5095336
3.4923344,3.510513
3.4895375,3.5088305
3.485484,3.5054972
3.4846497,3.5119467
3.482867,3.5062997
3.481532,3.4989471
3.4804308,3.5034163
3.4778893,3.5012665
3.4754903,3.4962497
3.4733405,3.499481
3.4715295,3.5008976
3.4691658,3.495851
3.4677026,3.491317
3.4858084,3.5069187
3.493204,3.5040524
3.5142474,3.5070956
3.5003552,3.5298326
3.5277388,3.5207229
